Frequency,Speech Rate,Pitch Variability,ZCR,RMS Energy,Temporal Centroid,Spectral Centroid,Spectral Bandwidth,Spectral Contrast,Spectral Flatness,MFCCs,Chroma Vector,HNR,Tonal Centroid,Outcome
1079.59,1275.5,119.8,0.057,0.1619,0.856,1187.64,1330.41,24.91,0.0001,-6.52,0.3534,-14.321,0.012,1
2704.58,4075,684.97,0.182,0.1581,0.831,2534.41,1737.89,25.64,0.0013,-19.48,0.3219,-22.246,0.0126,1
2334.29,2931.5,1218.76,0.13,0.1166,0.87,2194.97,1605.45,24.35,0.0005,-13.25,0.3825,-22.638,0.0112,1
1359.42,1471.5,479.71,0.066,0.2338,0.946,1323.39,1428.8,24.75,0.0002,-4.91,0.3507,-18.622,0.002,1
1772.36,2242.5,881.68,0.098,0.2078,0.788,1763.84,1571.99,24.74,0.001,-5.27,0.3728,-19.732,0.0081,1
1675.24,2618.5,850.2,0.117,0.228,0.701,1810.92,1471.89,26.76,0.0001,-9.67,0.2965,-26.369,0.0166,1
1418.03,1211.5,925.23,0.054,0.1286,0.715,1416.91,1322.71,24.02,0.0003,-3.64,0.4007,-17.588,0.0183,1
1371.89,1439.5,963.96,0.064,0.134,0.938,1377.28,1439.9,21.45,0.0001,-8.02,0.4429,-16.31,0.0074,1
2167,2369,883.79,0.106,0.1081,0.631,2191.31,1495.23,26.12,0.0003,-15.94,0.3287,-23.216,-0.0177,1
1508.54,1595.5,612.04,0.071,0.0672,0.734,1549.31,1553.07,24.93,0.0001,-5.5,0.2986,-16.598,-0.0009,1
1447.13,1740,495.91,0.077,0.1307,1.108,1442.77,1358.46,26.13,0.0004,-21.47,0.3124,-18.846,-0.0073,1
1181.1,1464,577.55,0.065,0.171,0.718,1268.72,1154.18,24.83,0.0001,-16.89,0.2809,-20.352,-0.0136,1
2847,4809,1172.3,0.215,0.1053,0.905,2830.15,1564.92,26.45,0.0003,-23.02,0.3395,-21.119,0.0118,1
1588.84,1298,739.59,0.058,0.1451,0.839,1351.08,1357.21,23.81,0.0001,-2.43,0.3633,-14.595,0.0205,1
1909.42,2502.5,667.42,0.111,0.1372,0.89,1944.25,1501.06,26.99,0.0008,-20.66,0.3068,-21.016,0.0077,1
2017.61,2267.5,825.41,0.101,0.0854,1.072,1830.36,1540.89,25.06,0.0007,-26.27,0.3704,-22.157,-0.0042,1
1558.5,1841.5,720.17,0.082,0.1248,0.866,1568.7,1437.95,22.36,0.0001,-7.76,0.4672,-18.674,-0.0082,1
1742.13,4987,1179.83,0.223,0.1296,1.557,2383.17,1672.51,21.91,0.0242,-22.58,0.4807,-22.19,-0.0057,1
996.55,1463.5,902.47,0.065,0.1715,0.828,1150.69,1300.96,24.17,0.0001,-4.03,0.3715,-14.359,0.0057,1
2404.54,3046.5,142.46,0.136,0.1778,1.134,2310.43,1787.23,27.72,0.0002,-17.37,0.2787,-21.46,-0.0019,1
1131.19,1258,746.5,0.056,0.1487,0.666,1491.48,1717.46,22.34,0.0004,-11.55,0.5062,-13.57,0.0075,1
2192.39,2539.5,683.31,0.111,0.1518,0.911,2068.2,1692.07,27.79,0.0014,-17.8,0.2813,-22.477,-0.0077,1
867.46,231,235.19,0.01,0.284,1.046,653.49,1250.69,25.51,0,-6.64,0.5634,-19.262,0.0421,1
1536.52,2606,1040.37,0.117,0.1315,0.813,1738.27,1372.36,24.33,0.0004,-9.72,0.4162,-16.359,0.02,1
2204.62,3639,260.15,0.163,0.1642,0.86,2215.44,1609.49,26.81,0.0002,-20.97,0.3387,-22.343,-0.0014,1
1425.18,1742,582.71,0.077,0.1614,0.964,1494.12,1517.34,24.66,0.0011,-12.02,0.2861,-18.601,0.009,1
2470.39,3058.5,450.61,0.135,0.1975,0.797,2379.42,1603.32,26.15,0.0003,-8.84,0.2927,-27.427,0.0115,1
2533.01,4294.5,1076.08,0.192,0.0943,0.467,2517.23,1645.2,26.07,0.0004,-26.57,0.3486,-22.62,-0.0013,1
1326.76,2070,1036.13,0.093,0.1662,1.109,1540.92,1485.44,22.35,0.0001,-3.95,0.3808,-15.719,0.0422,1
1584.36,2041,843.61,0.091,0.1434,0.52,1671.43,1413.07,25.33,0.0006,-22.77,0.3152,-20.773,-0.0152,1
1335.33,2088.5,935.39,0.093,0.0813,0.753,1533.35,1332.21,23.13,0.0004,-15.6,0.3852,-16.802,-0.0234,1
1293.57,1489.5,920.15,0.067,0.2007,0.916,1419.76,1446.81,22.98,0.0001,0.32,0.4857,-14.565,0.0168,1
1172.35,1111,416.12,0.05,0.1513,0.836,1363.73,1538.13,22.38,0.0002,-2.2,0.4892,-11.687,0.0058,1
2389.49,3179,1173.44,0.141,0.1063,0.734,2438.91,1738.93,25.05,0.0004,-11.64,0.3684,-22.693,0.0071,1
1846.78,1683,348.02,0.075,0.0423,0.855,1866.5,1608.03,24,0.0004,-15.27,0.4599,-19.131,0.0171,1
1601.2,2870,521.44,0.128,0.1562,0.959,1831.69,1443.95,24.44,0.0004,-10.1,0.3644,-19.179,0.0127,1
2685.17,4944,1010.73,0.22,0.1114,1.005,2828.58,1604.36,25.11,0.0006,-24.05,0.331,-21.604,-0.0266,1
1612.03,2754.5,647.45,0.123,0.0941,0.686,1842.39,1357.58,25.08,0.0006,-20.27,0.3568,-20.792,0.0017,1
2911.38,3971.5,892.46,0.178,0.1335,0.786,2413.14,1536.41,26.54,0.0003,-19.56,0.2904,-20.563,-0.0129,1
1948.05,3439,609.17,0.154,0.1771,0.876,2193.78,1892,25.6,0.0006,-6.72,0.3204,-18.619,-0.0236,1
1129.67,574,193.3,0.026,0.0786,1.328,1214.36,1460.81,24.05,0.0001,-17.68,0.4849,-18.221,0.0326,1
2268.75,3536,512.56,0.157,0.1118,0.969,2311.88,1585.66,26.97,0.0003,-27.56,0.2667,-20.368,0.0243,1
2046.61,2195,1119.74,0.097,0.1719,0.883,1804.95,1654.45,24.21,0.0014,-2.96,0.4001,-14.96,-0.0117,1
1222.07,1071,311.67,0.048,0.1581,0.895,1279.21,1534.96,24.7,0.0002,-1.5,0.3577,-12.936,0.0116,1
2000.62,2718.5,778.47,0.122,0.1434,0.663,2084.74,1877.91,26.75,0.0003,-7.09,0.3343,-16.125,0.0115,1
3848.11,5172,938.65,0.23,0.1378,0.855,3024.2,1791.37,25.21,0.0005,-22.65,0.3149,-22.209,-0.0072,1
1266.7,1047,475.32,0.047,0.1979,1.05,1109.08,1168.25,24.95,0,-3.2,0.3765,-17.429,-0.0053,1
1393.62,1797,661.99,0.08,0.1463,0.808,1516.09,1582.23,24.49,0.0002,-2.94,0.309,-15.261,0.0122,1
2412.92,3268.5,812.98,0.145,0.1133,0.971,2201.2,1560.35,26.61,0.0011,-20.8,0.2981,-22.771,-0.0094,1
1739.93,3040,765.96,0.136,0.2289,0.87,1915.38,1531.88,25.74,0.0002,-8.75,0.3552,-25.727,-0.0546,1
2003.54,2140.5,583.22,0.095,0.1387,0.967,1732.7,1534.43,27.17,0.001,-21.42,0.3108,-21.305,0.0001,1
1328.49,2091.5,310.21,0.093,0.1533,0.788,1506.77,1410.41,23.79,0.0004,-11.04,0.3656,-22.814,0.0162,1
1616.08,1824.5,1202.91,0.082,0.1432,0.866,1590.45,1425.29,22.98,0.0001,-3.79,0.3876,-16.916,-0.0099,1
3438.12,4088.5,759.73,0.182,0.1173,0.601,2400.12,1382.7,25.6,0.0008,-24.75,0.3381,-20.506,0.0028,1
1703.68,2766,172.29,0.124,0.1328,0.818,1875.89,1652.86,28.47,0.0002,-13.11,0.2234,-20.23,0.0308,1
1427.19,2423.5,396.49,0.108,0.2868,0.783,1640.64,1400.18,27.61,0.0003,-9.55,0.2489,-27.46,0.0003,1
1984.53,2137,709.5,0.095,0.1749,0.897,1830.24,1552.23,27.17,0.0003,-16.45,0.2609,-20.098,0.0236,1
2348.37,2218,1048.25,0.098,0.1386,0.841,1929.92,1617.51,23.81,0.0004,-3.23,0.3721,-18.735,0.0123,1
1414,1353.5,249.27,0.06,0.1731,0.75,1533.96,1769.92,23.08,0.0002,-3.77,0.4374,-15.242,-0.0076,1
1094.63,1741.5,294.14,0.078,0.1751,0.862,1306.23,1214.96,25.2,0.0002,-14.44,0.3113,-18.931,0.0138,1
2123.21,3147.5,206.53,0.14,0.1452,0.55,2142.89,1683,27.23,0.0002,-21.32,0.2823,-20.395,0.0396,1
2436.31,3207.5,1119.78,0.144,0.1218,0.888,2099.28,1426.67,25.51,0.0002,-23.43,0.3435,-22.17,-0.0159,1
1188.6,1269,731.26,0.057,0.1774,0.902,1180.71,1431.36,22.71,0.0001,-5.73,0.4598,-11.092,-0.0148,1
716.77,513,506.71,0.023,0.1833,1.337,770.76,1164.83,22.48,0.0001,-5.35,0.5442,-15.185,-0.0026,1
1969.45,2594,827.95,0.115,0.2232,0.873,1954.01,1706.85,25.82,0.0008,-7.68,0.3023,-24.975,-0.015,1
2077.43,2253.5,836.85,0.1,0.0912,0.57,1967.59,1701.85,24.61,0.0008,-25.65,0.2962,-18.815,0.0026,1
2040.6,3186.5,224.43,0.142,0.1346,0.987,2188.21,1676.77,25.29,0.0008,-25.62,0.2983,-22.753,-0.0134,1
1954.49,3044,151.81,0.136,0.142,0.527,2323.11,1975.34,23.56,0.0004,-7.67,0.4405,-17.631,-0.0085,1
2026.92,3585,985.91,0.16,0.1037,0.781,2133.09,1247.84,23.83,0.0002,-12.82,0.4188,-23.187,-0.0235,1
2630.33,4490.5,788.85,0.201,0.1203,0.772,2490.54,1487.2,25.19,0.0005,-22.34,0.3492,-21.596,-0.0106,1
1288.81,2194,632.23,0.098,0.1673,0.824,1540.53,1421.95,26.57,0.0004,-18.16,0.3283,-19.283,-0.0061,1
1650.8,2209.5,266.79,0.099,0.1485,0.997,1704.21,1528.99,27.98,0.0002,-20.18,0.3192,-20.674,0,1
1824.31,2214,953.73,0.098,0.2636,0.822,1690.89,1430.29,28.12,0.0003,-9.09,0.2572,-29.405,-0.0042,1
1487.47,2223,1224.91,0.099,0.1575,0.597,1849.5,1606.63,22.33,0.0007,-6.65,0.4587,-15.811,0.0128,1
2636.52,4262,1113.18,0.191,0.1191,0.827,2589.45,1658.8,26.67,0.0002,-22.31,0.3193,-22.591,0.0269,1
3651.51,5083.5,838.41,0.226,0.1582,1.214,3097.34,1799.55,27.33,0.0001,-18.08,0.2451,-21.258,0.0114,1
1738.96,2519.5,592.06,0.113,0.1185,0.898,1830.76,1497.95,25.15,0.0005,-22.16,0.3084,-20.799,0.0088,1
1749.2,2451,951.16,0.109,0.1451,0.803,1755.82,1447.02,25.27,0.0004,-7.83,0.3239,-17.625,-0.0082,1
3017.65,4480,897.27,0.2,0.1237,0.76,2827.53,1692.1,25.74,0.0007,-20.88,0.3351,-24.088,-0.0029,1
2125.69,2427.5,736.41,0.107,0.1054,0.826,1957.6,1526.14,27.08,0.0003,-22.41,0.2309,-22.336,-0.006,1
853.55,516,48.7,0.023,0.1554,0.782,828.87,1234.34,24.12,0,-3.26,0.3724,-8.574,0.0009,1
2683.53,3630,1018.35,0.16,0.1135,0.821,2415.28,1652.87,26.2,0.0003,-19.93,0.354,-21.047,-0.0043,1
3208.16,4598.5,160.15,0.204,0.1333,0.85,2770.69,1741.13,25.18,0.0006,-19.69,0.3227,-21.845,-0.0008,1
1968.39,3215.5,859.01,0.144,0.0789,1.021,2085.81,1587.4,26.2,0.0006,-27.13,0.3242,-22.08,-0.0235,1
2397.07,3036,433.08,0.136,0.1328,0.594,2077.88,1615.06,26.29,0.0005,-25.18,0.3314,-20.386,0.0071,1
2562.76,3490,203.9,0.155,0.1431,0.742,2258.41,1579.31,27.57,0.0003,-21.1,0.3163,-18.81,0.0354,1
1212.53,1350,875.88,0.06,0.1651,0.924,1322.06,1535.02,22.94,0.0001,-1.84,0.4307,-13.472,0.0004,1
1599.14,1433.5,227.18,0.064,0.1549,0.743,1563.8,1677.94,24.68,0.0002,-15.03,0.281,-19.989,0.0195,1
1656.81,2056.5,1069.01,0.092,0.089,0.619,1704.9,1404.27,25.13,0.0001,-8.93,0.3623,-17.164,0.0383,1
2570.11,4245,307.05,0.19,0.1312,1.096,2604.47,1673.7,26.33,0.0003,-22.96,0.2949,-20.21,-0.0028,1
2089.36,2868,720.63,0.128,0.0814,0.824,1959.16,1444.06,26.25,0.0004,-24.15,0.2944,-21.338,-0.009,1
851.98,1046.5,711.97,0.047,0.1293,0.576,1035.56,1178.09,22.97,0.0001,-2.61,0.4826,-13.515,-0.02,1
1235.86,1073,222.14,0.048,0.1487,0.663,1261.74,1477.08,24.76,0.0001,-14.4,0.3453,-17.922,-0.0422,1
1766.18,1590,496.27,0.071,0.2084,0.942,1548.37,1680.82,23.21,0.0001,-1.52,0.4647,-15.837,0.032,1
2150.54,3011,432.27,0.134,0.1302,0.777,2100.79,1568.53,27.38,0.0015,-19.53,0.2889,-19.788,-0.0069,1
1276.6,1254,616.83,0.056,0.1873,0.723,1272.1,1237.74,24.93,0.0001,-3.01,0.3273,-18.138,0.0302,1
2785.91,3919.5,909.85,0.175,0.1531,0.732,2550.69,1663.26,26.93,0.0013,-19.9,0.2805,-25.039,0.0224,1
1412.88,542.5,836.57,0.024,0.1309,1.478,1329.99,1815.23,22.37,0.0001,-10.13,0.6612,-15.402,0.0406,1
2408.58,2354.5,1417.34,0.106,0.1703,0.924,1866.4,1445.75,24.05,0.0001,-2.91,0.3835,-16.222,0.0061,1
2098.78,3125,140.31,0.139,0.1805,0.571,2188.94,1652.27,28.43,0.0007,-20.5,0.2665,-18.013,0.0333,1
1997.35,2814.5,1026.05,0.124,0.1064,0.808,2025.11,1595.25,24.87,0.0012,-12.24,0.3903,-18.414,-0.0051,1
2844.86,3453,986.82,0.154,0.1451,0.828,2365.49,1630.13,26.85,0.0002,-20.21,0.3399,-20.66,-0.0093,1
2384.79,2923,801.11,0.131,0.0921,0.776,2103.7,1685.04,25.08,0.0003,-25.46,0.3227,-22.228,-0.0054,1
1206.56,1178.5,622.92,0.052,0.1547,0.941,1181.1,1288.72,24.49,0.0002,-4.58,0.3503,-14.212,0.0196,1
3077.84,4135.5,557.9,0.185,0.1894,0.951,2419.9,1530.49,27.05,0.0002,-19.04,0.2668,-21.57,-0.0203,1
1428.03,2753,148.83,0.123,0.1361,0.842,1717.02,1386.8,26.97,0.0002,-19.34,0.356,-19.932,-0.0283,1
1798.09,1766,925.73,0.079,0.2959,1.02,1667.42,1519.34,22.39,0.0012,5.15,0.4809,-17.08,-0.01,1
2395.91,3082,693.47,0.138,0.1209,0.798,2201.59,1531.96,27.7,0.0002,-22.25,0.3025,-21.57,0.0001,1
1574.59,2472,459.42,0.111,0.1315,0.661,1719.35,1501.61,27.75,0.0003,-21.29,0.3285,-21.08,0.0329,1
2966.51,4648.5,791.39,0.208,0.1617,0.877,2651.99,1624.13,26.77,0.0002,-16.63,0.2973,-22.088,0.0048,1
1017.42,1034,113.2,0.046,0.1248,0.769,1081.01,1298.38,24.93,0.0002,-10.04,0.3581,-13.646,0.0213,1
1914.74,1996,320.62,0.088,0.1943,1.049,1745.25,1490.8,28.72,0.0004,-18.36,0.2646,-18.261,0.0095,1
2369.02,3032,998.78,0.135,0.1057,0.601,2065.1,1518.3,25.95,0.0009,-19.67,0.3632,-20.622,-0.011,1
3871.57,4667.5,1569.03,0.207,0.1277,1.201,3183.39,1800.98,23.45,0.0008,-6.97,0.4116,-23.69,0.029,1
2388.8,2935,732.81,0.131,0.0963,0.889,2138.78,1672.26,25.63,0.0004,-22.8,0.3264,-21.363,0.0011,1
1933.49,2327.5,728.05,0.104,0.1371,0.57,1879.76,1636.6,25.16,0.0001,-5.47,0.3675,-18.122,-0.0037,1
2704.2,3512.5,527.36,0.157,0.0948,0.619,2302.95,1457.03,27.64,0.0001,-23.42,0.2884,-20.368,0.0208,1
2425.06,2905.5,310.13,0.13,0.1557,0.921,1949.79,1534.02,27.74,0.0001,-22.81,0.2746,-20.142,0.0608,1
904.59,1042,624.87,0.047,0.1781,0.973,1077.33,1343.1,22.16,0.0003,-4.73,0.4588,-12.814,-0.0049,1
1312.6,1372,662.92,0.06,0.1955,0.965,1271.67,1422.66,25.88,0.0003,-6.74,0.3272,-16.72,0.0033,1
1200.96,416,108.4,0.019,0.2279,1.128,1145.87,1470.07,25.08,0,-5.12,0.5002,-19.806,0.0181,1
1904.52,2177.5,469.6,0.097,0.1453,0.787,1882.74,1575.74,26.52,0.0004,-18.25,0.2728,-25.552,-0.003,1
2446.9,3935.5,607.75,0.176,0.1033,0.774,2422,1579.32,26.59,0.0003,-24.06,0.3275,-19.547,-0.0006,1
1097.78,1245,184.08,0.055,0.1623,0.797,1112.94,1143.57,25.73,0.0001,-11.71,0.3131,-18.006,0.0096,1
1017.2,1445.5,147.17,0.064,0.2262,0.59,1234.31,1444.74,24.83,0.0004,-3.8,0.3343,-15.53,0.0358,1
2271.86,2945.5,1025.34,0.132,0.1689,1.151,2232.63,1847.24,25.33,0.0003,-6.75,0.3348,-19.539,-0.0024,1
1998.1,2217,145.55,0.097,0.1222,0.704,1742.7,1490.62,26.33,0.0004,-21.21,0.3032,-19.701,-0.0005,1
1340.49,1978.5,712.85,0.088,0.1067,0.878,1471.1,1196.38,23.3,0.0002,-13.2,0.3453,-19.078,0.0284,1
1794.11,2957,196.55,0.132,0.1474,0.984,1898.44,1581.02,26.59,0.0002,-19.05,0.2941,-19.845,-0.0213,1
1224.58,1772,343.71,0.078,0.1735,0.86,1350.22,1236.54,24.92,0.0007,-14.02,0.3123,-19.503,-0.0335,1
1176.81,1728.5,850.65,0.077,0.2152,0.781,1286.91,1312.4,23.04,0.0001,1.4,0.3593,-13.535,-0.0295,1
1662.64,2205,882.85,0.098,0.1639,0.848,1617.5,1350.22,25.5,0.001,-8.99,0.3697,-18.477,-0.0011,1
1862.78,2459.5,325.12,0.109,0.1462,0.849,1972.28,1689.94,26.13,0.001,-23.32,0.3367,-19.753,-0.0041,1
1779.14,1956,698.47,0.088,0.1579,0.918,1642.23,1510.73,23.68,0.0002,-1.31,0.4131,-18.033,-0.0399,1
1331.3,2045,680.56,0.091,0.1263,0.836,1496.83,1346.02,24.12,0.0008,-19.64,0.281,-20.199,-0.0095,1
1379.76,1202.5,824.33,0.054,0.1441,0.993,1297.47,1359.97,23.16,0.0002,0.85,0.4674,-15.363,0.0268,1
1076.78,1123,242.92,0.05,0.1011,1.072,1126.5,1395.59,24.01,0.0002,-5.09,0.3468,-17.715,-0.0145,1
1510.99,1996.5,762.17,0.089,0.1303,0.831,1323.41,1031.24,29.15,0.0002,-25.4,0.2985,-20.884,-0.0274,1
1207.19,923,471.1,0.041,0.1706,0.792,1210.91,1320.65,24.81,0.0002,-2.99,0.3681,-19.087,-0.0045,1
2800.98,4676.5,1056.6,0.207,0.1469,0.702,2804.22,1815.74,25.72,0.0019,-17.11,0.3409,-20.35,0.0243,1
2044.83,2652.5,577.62,0.118,0.1314,0.872,1826.06,1412.62,26.18,0.0005,-19.91,0.3044,-19.997,-0.0271,1
1819.04,2628,694.68,0.118,0.2081,0.82,1864.42,1532.42,26.66,0.0001,-8.58,0.2886,-24.053,0.0136,1
1290.34,1447.5,319.72,0.063,0.1421,0.675,1390.02,1490.24,23.91,0.0015,-4.35,0.4078,-14.249,0.0014,1
3119.15,5566,1241.33,0.249,0.1957,0.949,2961.92,1570.19,25.14,0.0003,-22.17,0.2977,-23.071,0.0096,1
1459.27,2238.5,99.61,0.098,0.2627,0.736,1639.09,1401.84,27.19,0.0001,-8.31,0.2887,-26.819,-0.0334,1
2279.44,3546,951.34,0.159,0.1575,0.787,2245.73,1485.37,26.67,0.0004,-22.98,0.3062,-18.804,0.0066,1
1891.71,3039.5,560.91,0.136,0.2335,0.823,1911.09,1671.59,24.43,0.0004,-1.47,0.34,-20.376,-0.0095,1
1430.98,1706,471.99,0.075,0.25,0.602,1528,1308.21,28.44,0.0002,-11.11,0.2795,-28.575,0.0503,1
1026.88,1115,129.92,0.05,0.1541,0.844,1309.61,1473.17,22.3,0.0002,-1.91,0.4691,-13.404,0.0431,1
1993.46,2472,979,0.11,0.1388,1.004,1943.29,1654.53,24.51,0.0011,-5.51,0.3559,-16.545,-0.031,1
2358.69,3742,199.69,0.166,0.1224,0.66,2266.75,1544.56,26.34,0.0007,-20.85,0.3466,-19.226,0.0123,1
2504.97,3171.5,694.14,0.142,0.1205,0.675,2045.96,1514.53,25.58,0.0005,-20.99,0.3415,-20.337,-0.0152,1
2823.68,4843,927.38,0.217,0.1382,0.537,2760.01,1547.67,25.69,0.0003,-24.44,0.342,-22.996,0.002,1
2089.31,3007,254.04,0.134,0.1301,0.595,2014.28,1516.64,26.79,0.0002,-21.58,0.2967,-20.819,-0.0309,1
1678.77,1683.5,881.3,0.075,0.141,0.892,1629.22,1518.02,24.88,0.0001,-2.88,0.3618,-17.985,0.006,1
1101.94,1036.5,253.29,0.046,0.239,0.732,1155.76,1329.68,26.71,0.0001,-3.95,0.2949,-13.531,0.017,1
1471.95,1982.5,186.75,0.087,0.123,0.644,1666.63,1469.89,25.2,0.0007,-23.14,0.3068,-21.442,0.0242,1
1088.14,1458.5,160.82,0.065,0.1165,0.721,1203.01,1189.1,24.56,0.0002,-10.2,0.3134,-15.113,-0.0081,1
1420.89,2406,810.64,0.108,0.1457,0.924,1631.82,1347.01,25.61,0.0002,-20.1,0.3331,-21.434,0.0204,1
1294.63,1922,465.07,0.085,0.1698,0.69,1471.38,1447.63,26.23,0.0005,-11.94,0.3332,-16.132,0.0285,1
3014.23,4802.5,865.24,0.214,0.1173,0.585,2965.02,1770.64,25.51,0.0009,-25.03,0.3353,-23.957,0.0025,1
1895.5,3088.5,609.9,0.137,0.1898,0.823,2084.67,1641.46,27.56,0.0014,-19.44,0.2766,-22.288,0.0019,1
1748.06,2197.5,994.17,0.096,0.1894,1.061,1756.46,1493.21,25.52,0.0009,-6.78,0.315,-17.953,-0.0445,1
1441.79,2295.5,863.15,0.102,0.1754,0.532,1557.29,1356.86,23.94,0.0004,-3.05,0.3485,-15.869,-0.0211,1
3193.06,4328,158.69,0.193,0.1097,0.748,2576.25,1518.61,26.99,0.0008,-23.68,0.2562,-20.658,0.0004,1
1365.26,2214,275.94,0.099,0.1244,0.617,1517.68,1275.87,23.14,0.0003,-14.12,0.4462,-19.363,0.0227,1
1376.6,1431.5,379.1,0.064,0.2541,0.882,1408.29,1469.34,26.58,0.0008,-6.32,0.2539,-23.55,0.0434,1
2210.47,2539.5,993.39,0.114,0.1118,1.05,1993.9,1674.93,24.59,0.0002,-6.2,0.3441,-17.855,-0.0229,1
1786.14,2795.5,977.25,0.125,0.1129,0.877,1911.83,1384.41,24.2,0.0001,-14.4,0.326,-23.774,0.0157,1
1628.14,2374,561.82,0.106,0.1378,0.828,1842.73,1688.9,24.55,0.0007,-10.1,0.3408,-16.972,-0.0002,1
2410.18,3195,576.41,0.142,0.1228,0.738,2187.35,1616.26,26.49,0.0004,-19.31,0.3285,-22.391,-0.0012,1
1677.76,2578,389.35,0.115,0.1469,0.599,1856.52,1549.01,27.4,0.0001,-23.25,0.3071,-19.705,0.0186,1
2526.15,2932,879.16,0.13,0.18,0.857,2175.98,1776.71,26.7,0.0006,-10.06,0.3538,-16.882,0.0256,1
2320.79,3242.5,800.77,0.145,0.1863,0.833,2026.6,1472.92,26.31,0.0006,-20.41,0.3068,-22.576,-0.0053,1
872.44,642,215.42,0.029,0.1395,1.43,834.45,1300.03,22.74,0,-4,0.3934,-17.275,-0.0481,1
2938.43,3988,792.03,0.177,0.1012,0.745,2502.22,1538.57,27.61,0.0003,-24.39,0.2698,-23.316,0.028,1
2022.59,3118.5,149.44,0.14,0.1466,0.761,2022.78,1500.37,25.75,0.0002,-21.19,0.3079,-21.657,-0.0071,1
2705.29,4364,1166.15,0.195,0.1513,0.483,2548.65,1574.33,24.87,0.0004,-22.33,0.3648,-21.647,-0.0105,1
1001.84,338,81.36,0.015,0.2596,1.026,951.72,1403.89,25.57,0,0.15,0.3061,-15.905,-0.0183,1
1612.81,2872,350.13,0.128,0.1237,0.878,1972.04,1633.95,23.69,0.0006,-14.21,0.3697,-20.087,0.0003,1
2524.47,3433.5,273.28,0.154,0.146,0.959,2220.15,1629.04,26.19,0.0003,-21.3,0.3056,-19.483,0.0091,1
2265.18,2405.5,1218.03,0.107,0.1492,0.905,1920,1579.98,25.6,0.0008,-9.1,0.3339,-17.288,-0.0223,1
3406.39,5212.5,206.03,0.232,0.1646,0.88,2855.74,1481.19,26.59,0.0001,-21.66,0.2869,-21.072,0.0249,1
1674.02,2245.5,630.22,0.1,0.1232,0.753,1867.5,1573.05,26.58,0.0005,-22.77,0.3001,-20.261,-0.0063,1
1077.23,1195,177.39,0.053,0.1518,0.835,1176.29,1324.32,23.45,0.0003,-15.19,0.3148,-17.328,0.0044,1
1571.35,1867,729.01,0.083,0.0717,0.696,1657.92,1638.85,24.34,0.0006,-7.74,0.3206,-16.643,-0.0002,1
2378.74,3481,922.47,0.156,0.1269,0.883,2209.6,1575.91,26.71,0.0002,-19.54,0.3036,-20.541,-0.0204,1
1996.15,2328.5,367.59,0.104,0.1167,0.885,1806.83,1516.69,27.88,0.0001,-20.73,0.2926,-22.378,-0.0183,1
2321.95,3446.5,694.64,0.154,0.1734,0.74,2193.93,1423.69,26.88,0.0001,-20.89,0.2591,-24.932,-0.0107,1
3543.96,4617.5,782.33,0.205,0.1226,0.742,2875.39,1767.97,26.59,0.0002,-21.26,0.2887,-20.848,0.0048,1
2222.02,2953.5,543.61,0.132,0.1732,0.604,2121.68,1687.91,26.98,0.0003,-19.08,0.2793,-19.543,-0.0202,1
1998.51,2578.5,1027.51,0.115,0.0899,0.986,1873.88,1434.85,25.95,0.0003,-21.81,0.324,-22.12,-0.0055,1
1632.07,1312,408.31,0.058,0.218,0.915,1600.8,1660.4,25.85,0.0005,-5.28,0.2545,-20.805,-0.0216,1
1888.71,2797.5,353.35,0.125,0.1161,0.99,2083.99,1656.04,25.58,0.0003,-18.67,0.2703,-22.132,-0.0229,1
1491.99,2048,1218.49,0.092,0.1691,1.049,1618.18,1356.34,23.52,0.0001,-2.42,0.4331,-17.768,-0.0019,1
1930.12,1427.5,1193.99,0.064,0.2641,1.31,1599.54,1542.9,24.28,0,2.85,0.4328,-17.126,0.0516,1
2259.41,964,1050.04,0.043,0.0821,1.447,1703.8,1913.05,22.96,0.0002,-9.76,0.6054,-18.186,-0.0015,1
2126.43,3066.5,956.25,0.137,0.0965,0.505,2020.26,1544.22,26.96,0.0003,-14.35,0.3442,-18.208,0.0134,1
1742.19,2338,588.88,0.105,0.1401,0.729,1892.37,1529.02,26.96,0.0003,-23.39,0.3063,-20.76,-0.0303,1
1612.82,1727,938.67,0.077,0.1153,1.058,1573.24,1393.66,23.42,0.0002,-1.02,0.4205,-17.598,-0.0069,1
1580.85,1345.5,376.97,0.06,0.1297,1.273,1602.9,1833.72,22.28,0.0004,-2.24,0.5181,-13.473,0.0071,1
1982.07,3177.5,906.59,0.141,0.2154,0.939,2037.81,1568.63,27.01,0.0006,-9.8,0.3004,-26.817,-0.0135,1
1036.99,1484.5,197.69,0.066,0.1235,0.493,1267.31,1382.15,24.84,0.0001,-9.16,0.4346,-16.585,0.0175,1
1356.39,2044.5,651.12,0.091,0.3559,0.799,1619.81,1576.19,24,0.0007,-12.06,0.3119,-21.776,0.0016,1
2391.11,3385,1031.77,0.151,0.1071,0.71,2417.44,1742.92,25.9,0.0007,-22.12,0.2987,-20.4,0.0192,1
1504.51,1250.5,621.48,0.056,0.2088,0.795,1453.87,1651.41,25.27,0.0001,0.5,0.3783,-13.509,-0.0128,1
1786.15,3579.5,438.78,0.16,0.177,0.709,2256.77,1842.41,27.12,0.0005,-24.59,0.3569,-22.412,0.0018,1
